Age,AvgInteract,StdyHour,BffTime,HobbyHour,SleepHour,Gender,AcademicLevel
35,36,10,4,8,7,Male,Pre-U
25,43,6,5,6,8,Male,High school
26,42,10,6,4,6,Female,Postgraduates
25,29,14,5,6,8,Female,Degree
22,22,10,5,6,4,Female,Degree
19,38,15,4,7,7,Male,High school
24,45,7,5,7,6,Female,High school
31,3,11,5,5,8,Female,Degree
37,24,10,4,5,6,Female,Degree
25,29,13,7,5,6,Female,High school
35,29,10,6,6,7,Female,High school
29,33,8,6,4,6,Female,Degree
21,33,12,5,6,5,Male,Degree
21,39,14,7,6,7,Female,Degree
30,24,10,5,7,8,Male,Degree
26,24,8,5,7,6,Female,High school
26,43,7,5,6,8,Female,Degree
19,38,9,5,6,10,Male,Degree
30,7,11,8,8,8,Female,Degree
23,38,4,6,3,7,Male,Degree
22,24,10,6,6,6,Female,High school
32,31,11,5,8,6,Female,High school
30,50,12,6,6,7,Male,Degree
18,29,9,4,9,8,Female,Degree
24,35,10,5,4,7,Male,Degree
19,32,10,6,9,4,Female,Degree
20,37,8,6,8,7,Male,Degree
19,22,12,4,8,3,Female,Degree
28,25,8,5,9,6,Male,Degree
17,34,9,6,4,6,Female,High school
26,25,14,7,6,4,Male,Degree
29,24,11,6,6,4,Male,High school
25,30,13,7,3,6,Male,Degree
25,36,12,5,9,5,Male,Degree
28,30,8,6,8,4,Male,Degree
19,37,6,6,6,10,Male,Postgraduates
30,35,7,6,8,3,Female,High school
26,41,6,5,6,10,Female,Pre-U
17,35,16,6,8,7,Female,Degree
25,34,8,6,4,6,Male,Degree
32,32,15,6,4,7,Female,Degree
24,15,11,5,7,7,Male,Degree
22,37,11,5,10,6,Female,Degree
18,35,11,6,3,8,Male,Degree
26,28,9,7,8,4,Female,Pre-U
39,32,8,6,7,4,Male,Degree
26,18,8,4,7,6,Female,Degree
23,39,9,6,10,7,Female,Pre-U
23,28,10,6,4,9,Male,Degree
32,23,9,6,10,6,Female,Degree
33,24,14,5,8,7,Female,Pre-U
27,25,4,4,8,3,Male,Pre-U
22,14,5,5,4,4,Female,Degree
17,26,14,5,4,5,Female,High school
31,17,8,7,6,7,Male,Degree
26,32,7,5,4,3,Female,Degree
17,30,11,5,6,10,Male,Degree
23,18,9,5,9,8,Female,Degree
22,39,10,7,7,8,Female,Degree
32,37,7,6,5,7,Female,Degree
25,19,11,6,9,5,Female,Degree
17,24,12,6,5,5,Female,High school
25,50,7,6,2,6,Male,Degree
20,17,11,5,8,7,Female,Degree
30,34,7,5,6,6,Male,Degree
26,48,16,5,4,8,Male,Degree
29,20,12,6,4,7,Male,Pre-U
21,16,9,4,9,6,Male,High school
29,34,9,7,6,8,Male,Pre-U
25,19,9,6,9,8,Male,Degree
17,32,12,6,7,6,Male,Degree
24,19,10,4,9,7,Female,Degree
31,32,8,7,6,7,Female,Degree
30,31,9,4,4,5,Female,Degree
24,24,16,6,6,10,Male,Pre-U
24,14,7,7,6,7,Female,Degree
26,9,14,5,8,7,Male,Degree
19,21,12,5,9,8,Female,Degree
23,26,8,5,6,6,Male,High school
25,25,11,6,7,6,Male,Degree
35,34,11,3,7,4,Female,Degree
30,40,12,4,5,10,Male,Pre-U
24,25,12,4,10,3,Male,Degree
23,44,9,5,4,10,Female,High school
19,23,12,5,8,4,Male,Pre-U
38,39,11,5,4,7,Male,Degree
26,41,12,5,5,6,Male,Degree
33,46,8,6,5,10,Male,High school
20,23,9,6,7,6,Male,High school
21,45,14,5,3,7,Female,Pre-U
30,18,14,5,5,7,Female,High school
32,23,8,5,9,7,Male,Pre-U
29,35,5,6,4,6,Female,Degree
19,16,6,6,7,7,Female,Degree
25,22,6,5,7,5,Male,Degree
26,38,12,5,9,7,Male,Degree
26,26,14,5,5,6,Female,Degree
25,26,7,6,5,5,Female,Degree
25,26,7,6,8,10,Male,Pre-U
30,29,16,5,5,9,Male,High school
22,40,2,5,4,8,Female,Degree
25,25,14,4,6,7,Male,Degree
32,32,7,4,6,3,Female,Degree
28,43,8,5,7,9,Female,Degree
18,30,10,6,7,8,Male,Pre-U
30,31,10,5,5,7,Female,Degree
29,33,8,6,7,9,Female,Degree
30,38,9,7,2,7,Female,Degree
20,36,14,5,9,6,Female,Pre-U
32,26,10,5,7,5,Male,Degree
23,31,9,7,7,3,Male,Degree
21,7,6,5,5,6,Female,Degree
26,37,9,4,7,5,Female,High school
25,23,7,7,9,9,Male,Degree
17,27,9,6,7,8,Male,Degree
27,47,11,7,9,6,Female,High school
29,28,9,4,6,5,Female,High school
23,36,12,7,6,3,Female,Degree
25,31,12,7,6,6,Female,Degree
31,29,11,7,10,7,Male,Degree
27,14,10,6,6,7,Female,Degree
24,28,16,6,6,10,Female,Degree
20,28,14,5,6,7,Male,Degree
26,50,15,5,7,7,Female,Degree
23,9,13,5,8,6,Female,Pre-U
21,21,6,6,4,7,Female,Degree
24,26,6,5,7,8,Male,Degree
18,46,7,5,5,7,Female,High school
18,22,14,5,9,7,Male,Degree
31,26,11,5,9,7,Female,High school
25,12,3,5,9,4,Female,Degree
17,37,14,6,8,4,Female,Degree
25,7,7,4,7,6,Female,Degree
21,30,12,5,6,7,Female,Degree
19,17,10,5,7,9,Male,Degree
22,45,11,5,9,3,Female,Degree
18,42,8,5,5,6,Female,Degree
39,37,9,6,4,3,Male,Degree
29,28,11,7,3,7,Female,Pre-U
34,33,11,4,10,7,Male,Degree
25,26,11,5,4,9,Male,High school
26,28,8,6,7,10,Male,Pre-U
25,26,5,5,7,10,Female,Pre-U
28,33,7,5,4,10,Female,Degree
21,33,12,5,10,7,Female,Degree
26,50,11,7,6,7,Male,Degree
22,20,10,5,4,3,Female,Degree
17,42,6,6,7,7,Female,Degree
24,35,6,4,4,8,Female,Degree
19,28,7,5,7,9,Female,High school
26,32,1,5,7,6,Male,Degree
30,22,6,5,3,8,Male,Degree
28,24,10,6,5,3,Female,Pre-U
18,27,10,7,6,8,Male,Degree
24,41,10,6,7,6,Female,Degree
21,24,7,6,10,6,Male,Pre-U
30,27,6,8,6,9,Male,Degree
24,20,5,6,9,6,Female,Degree
25,28,10,5,6,7,Female,Degree
25,46,12,5,7,7,Male,Degree
29,29,10,6,7,7,Male,Degree
25,12,13,5,8,6,Female,Degree
22,17,10,4,5,3,Male,Degree
18,29,10,4,4,9,Female,Degree
17,32,15,4,3,6,Male,Degree
23,19,13,7,4,7,Male,Degree
23,41,10,6,3,5,Male,Degree
23,34,8,5,9,6,Male,Degree
17,36,7,6,5,6,Male,Degree
25,29,14,5,8,5,Male,Degree
26,28,11,4,3,5,Male,Degree
29,25,15,5,7,7,Female,Degree
33,26,7,5,5,8,Male,Degree
24,30,5,5,5,9,Male,Degree
27,21,16,4,6,8,Male,Degree
24,9,14,7,10,9,Male,Pre-U
33,16,13,6,8,8,Female,Postgraduates
29,31,11,3,1,5,Female,High school
24,9,9,6,6,7,Female,Degree
25,24,8,5,7,7,Male,Degree
17,21,8,5,6,7,Male,Degree
30,29,6,6,9,9,Female,High school
27,50,12,5,3,6,Female,Pre-U
24,26,8,6,7,6,Male,Degree
19,17,15,4,4,5,Male,Pre-U
25,33,14,5,8,8,Male,Pre-U
29,28,6,5,5,5,Female,Degree
19,20,13,5,6,7,Female,Degree
20,36,14,5,6,5,Male,Degree
24,27,10,6,5,7,Male,Degree
27,33,12,4,6,9,Male,Pre-U
25,48,8,4,5,8,Female,Degree
22,34,16,5,9,5,Male,High school
24,40,12,7,6,3,Female,Degree
19,34,6,6,7,9,Female,High school
26,27,10,5,7,8,Female,Pre-U
30,39,2,7,7,8,Female,High school
17,32,11,6,8,3,Female,Pre-U
22,30,11,6,8,8,Male,Degree
29,33,15,6,7,9,Female,Degree
17,16,10,5,7,6,Male,Degree
25,15,13,5,8,5,Male,Degree
23,22,5,6,4,5,Male,Pre-U
26,28,6,6,9,8,Male,High school
18,33,8,7,10,6,Female,Pre-U
17,33,7,5,2,10,Female,Degree
23,29,12,5,9,8,Female,Degree
25,24,9,6,5,6,Male,Pre-U
24,24,8,4,3,6,Male,Degree
21,9,6,6,9,8,Female,Degree
20,25,7,6,4,6,Female,High school
25,24,11,7,7,8,Male,Degree
22,33,9,7,6,5,Male,Degree
28,23,11,5,7,7,Male,High school
29,26,8,5,5,5,Male,Degree
20,14,9,4,10,7,Male,Degree
27,25,11,7,7,6,Male,Degree
17,37,5,6,5,5,Male,Degree
25,31,4,5,9,9,Male,Degree
30,45,7,5,10,7,Male,Degree
27,30,13,7,6,3,Female,Degree
21,4,7,6,8,10,Male,Degree
27,29,14,5,7,7,Male,Degree
21,26,8,4,8,6,Female,Degree
25,27,15,5,7,6,Male,Degree
26,28,12,6,7,10,Female,Degree
24,43,15,4,7,5,Female,Degree
26,38,7,6,5,4,Female,Degree
21,45,9,6,8,6,Male,Degree
28,12,11,6,8,9,Male,Degree
20,32,8,5,7,4,Female,Degree
25,25,12,6,6,7,Male,Degree
28,32,6,5,5,7,Male,Degree
29,47,10,5,8,5,Female,Degree
34,25,7,6,7,6,Male,Degree
18,40,6,6,5,8,Female,Degree
31,27,7,5,6,9,Male,Degree
26,28,16,4,6,4,Male,Degree
24,18,8,4,5,3,Male,High school
22,41,14,6,8,5,Male,Degree
30,19,7,6,6,6,Female,Degree
26,36,9,5,6,6,Male,Degree
27,49,8,5,6,7,Male,Degree
34,26,11,6,9,5,Female,Pre-U
17,43,8,6,8,6,Male,Degree
25,43,1,7,7,9,Female,Degree
19,30,10,4,4,7,Male,Degree
25,22,16,7,9,5,Male,Degree
28,39,10,4,9,6,Male,Pre-U
17,36,8,6,9,6,Male,Degree
18,18,10,4,6,10,Male,Degree
29,37,6,6,5,7,Female,Degree
31,30,7,5,10,4,Male,Degree
26,11,5,5,5,9,Male,Degree
23,17,9,5,9,8,Female,Degree
22,34,12,5,8,8,Female,Degree
33,31,9,7,3,6,Male,Degree
23,30,12,5,9,7,Female,Degree
17,30,13,6,9,7,Male,Degree
21,31,7,4,4,7,Female,Degree
20,27,11,6,8,7,Male,Degree
23,43,8,5,8,4,Female,High school
23,29,9,7,5,7,Male,Degree
17,26,11,5,7,9,Male,Degree
19,37,9,6,6,10,Female,Degree
24,19,8,5,5,7,Male,Degree
30,36,8,6,9,8,Female,Degree
20,20,10,5,7,8,Female,Degree
17,9,9,6,8,6,Female,High school
35,22,12,4,8,7,Female,Degree
28,28,12,5,4,9,Male,High school
18,20,9,5,10,4,Male,Degree
31,47,9,3,6,3,Female,High school
33,27,13,4,4,9,Male,High school
25,28,11,5,9,5,Female,Degree
27,41,15,7,8,7,Female,Degree
30,34,12,7,5,4,Male,Pre-U
24,21,7,6,6,3,Male,High school
29,31,8,5,6,6,Female,Postgraduates
22,28,12,4,8,5,Female,Degree
24,24,9,5,4,5,Female,Degree
27,35,5,4,5,6,Male,Degree
18,49,10,5,3,8,Female,Degree
30,30,4,4,5,7,Male,Degree
33,29,15,4,5,7,Female,Pre-U
20,27,13,5,6,5,Male,Pre-U
19,28,10,7,7,9,Female,Degree
26,29,12,6,6,10,Female,Degree
28,34,15,7,10,5,Female,Pre-U
25,17,10,5,6,10,Female,Pre-U
27,50,9,4,8,5,Male,Degree
24,10,9,4,8,6,Male,Degree
22,21,16,6,3,5,Male,High school
17,33,9,6,10,5,Male,Degree
21,31,10,5,5,9,Female,High school
23,25,11,7,7,10,Male,Degree
21,31,12,5,10,8,Male,Postgraduates
20,43,9,5,7,3,Male,Degree
25,33,12,5,10,4,Male,High school
26,27,11,5,8,3,Male,Degree
27,33,15,5,7,8,Female,Degree
27,20,8,3,8,5,Female,Degree
35,37,16,7,9,10,Male,Degree
18,42,16,5,9,5,Male,Pre-U
17,50,2,3,7,6,Female,Degree
26,39,11,7,6,5,Male,High school
21,27,8,5,9,7,Male,Degree
27,48,12,8,6,8,Male,Degree
25,35,5,6,4,10,Female,Pre-U
28,35,6,4,10,8,Female,Degree
23,36,9,7,1,10,Male,Pre-U
17,21,8,5,3,10,Male,Degree
25,25,8,6,9,4,Male,Degree
21,25,7,5,7,6,Female,Degree
28,26,11,5,7,7,Male,Degree
21,21,12,5,10,7,Female,Degree
30,24,12,5,5,9,Female,Pre-U
20,33,9,6,7,4,Male,Pre-U
21,25,14,5,5,5,Male,Degree
18,28,12,6,8,6,Male,Degree
29,50,6,5,7,6,Male,Degree
28,50,10,8,5,7,Female,Pre-U
31,27,9,7,2,3,Female,Degree
24,16,8,7,4,6,Male,Pre-U
20,31,10,5,5,9,Female,Degree
17,33,3,7,7,4,Female,High school
17,40,8,7,5,6,Female,Degree
22,50,11,7,6,5,Male,High school
25,9,12,6,7,5,Male,Pre-U
21,35,14,5,10,7,Female,Degree
24,21,7,5,5,8,Female,Pre-U
20,41,10,6,9,5,Female,Degree
21,39,13,7,7,7,Female,Postgraduates
19,27,6,5,8,7,Female,Pre-U
22,40,16,5,8,5,Male,Pre-U
24,33,12,3,5,9,Female,High school
29,37,11,7,8,6,Female,Degree
31,31,7,5,6,5,Male,Degree
25,43,9,4,5,6,Male,High school
26,33,5,6,5,7,Male,Degree
25,30,11,5,7,6,Male,Degree
22,33,9,5,4,5,Female,Degree
22,46,9,4,6,5,Female,High school
22,23,5,5,8,7,Male,Pre-U
17,18,13,6,9,6,Male,Degree
25,32,11,7,8,3,Male,Degree
28,39,14,4,7,7,Male,Degree
30,31,10,6,8,6,Male,Postgraduates
18,30,11,7,9,7,Female,Degree
28,14,12,6,6,4,Male,Degree
29,25,9,6,8,3,Male,Degree
25,30,7,4,5,5,Female,Degree
26,42,11,8,10,8,Male,Degree
20,34,15,6,7,5,Female,High school
17,38,13,4,5,3,Male,Degree
30,33,10,7,4,5,Male,Degree
23,40,9,6,8,5,Male,Degree
17,25,11,5,8,5,Female,Pre-U
25,19,7,5,5,5,Female,Degree
17,38,16,6,8,6,Male,Degree
21,43,9,4,5,3,Male,Pre-U
18,30,1,8,6,8,Male,Pre-U
19,33,11,3,8,4,Female,Degree
22,28,8,8,8,3,Female,Degree
22,47,2,5,8,7,Male,Degree
25,22,8,5,9,8,Male,Degree
20,23,10,5,4,7,Male,High school
28,3,3,5,5,5,Female,Degree
17,43,5,5,5,7,Male,Pre-U
21,24,11,5,6,8,Male,Degree
23,21,8,6,4,7,Male,Degree
29,31,7,5,6,5,Female,High school
24,27,13,7,9,5,Male,Degree
30,32,11,6,5,5,Male,Degree
22,19,8,7,7,10,Female,High school
17,27,12,5,9,9,Female,Postgraduates
26,39,16,5,9,10,Female,Degree
18,20,4,6,7,5,Female,Degree
22,40,12,5,5,9,Male,Pre-U
17,26,5,6,6,5,Female,Degree
32,27,14,4,5,4,Male,High school
24,35,9,6,3,8,Male,Degree
21,31,8,8,5,6,Female,Postgraduates
19,49,12,5,9,10,Male,Postgraduates
29,31,9,5,7,8,Female,Pre-U
25,20,7,5,6,7,Male,Degree
18,34,6,4,8,7,Male,Degree
25,26,15,6,3,5,Male,Degree
20,29,9,7,9,6,Male,Pre-U
25,37,8,5,5,8,Male,High school
25,29,14,5,5,8,Female,High school
25,32,14,6,8,5,Female,Degree
23,7,6,4,10,7,Female,Degree
23,19,8,5,8,7,Female,Pre-U
27,24,10,7,7,7,Female,Degree
28,23,15,6,7,8,Male,Degree
21,35,4,5,9,8,Male,Degree
28,9,10,6,7,8,Female,Degree
21,28,12,5,5,8,Male,Degree
22,27,8,5,5,6,Male,Degree
26,33,7,5,6,9,Male,Degree
32,29,14,4,6,10,Male,Degree
25,37,11,6,3,5,Female,Degree
19,16,11,5,7,7,Female,Degree
19,41,7,6,7,10,Female,Degree
17,50,7,5,2,6,Female,Degree
20,47,7,4,6,3,Female,Degree
29,39,11,5,5,7,Female,Degree
18,15,15,5,6,5,Male,Pre-U
21,44,8,7,7,9,Male,Degree
21,44,14,5,3,7,Female,High school
22,19,14,6,5,3,Male,Degree
31,28,6,5,4,4,Female,Degree
17,34,9,4,6,6,Female,Degree
21,16,16,5,6,7,Male,Degree
19,19,6,6,6,10,Male,Degree
17,19,10,5,5,3,Female,Degree
27,25,16,4,7,10,Male,Degree
22,30,10,7,6,10,Male,Degree
35,26,8,6,6,7,Male,Degree
17,32,10,7,5,10,Male,High school
30,41,9,6,7,8,Male,Degree
26,43,4,7,9,5,Male,Degree
28,21,8,4,9,6,Female,Degree
25,23,11,6,10,10,Female,Degree
26,28,16,6,7,6,Male,Degree
32,24,12,6,7,10,Male,Degree
28,26,12,5,6,3,Female,Degree
28,47,15,6,9,4,Male,Postgraduates
31,22,5,8,6,7,Female,Degree
25,21,8,5,5,6,Male,Degree
32,28,14,5,10,7,Female,Degree
29,27,13,4,5,7,Female,Degree
20,26,11,5,8,8,Male,Degree
23,50,7,4,7,3,Female,High school
17,26,6,4,7,6,Male,Degree
24,21,5,5,10,5,Male,Degree
22,25,13,6,7,6,Male,Degree
29,33,11,8,7,5,Female,Degree
33,25,13,6,6,7,Male,Degree
23,20,8,5,5,3,Female,Degree
21,18,6,6,9,7,Female,Degree
17,36,14,4,7,5,Female,Degree
32,19,10,6,10,7,Female,Degree
34,50,11,5,5,9,Male,Degree
19,47,8,5,8,7,Female,Degree
21,21,14,6,5,8,Female,Pre-U
17,7,13,6,4,4,Female,Degree
27,34,13,6,4,6,Female,High school
22,31,11,4,3,6,Female,Degree
18,17,7,4,10,4,Male,Degree
26,22,13,6,9,6,Male,Degree
27,22,13,7,9,5,Male,Degree
17,25,9,7,10,5,Female,Degree
28,24,14,5,7,8,Female,High school
27,50,10,6,7,7,Male,Degree
22,30,16,5,4,4,Female,Pre-U
26,25,6,5,7,6,Female,Pre-U
32,50,7,3,6,9,Female,Degree
34,18,4,6,8,5,Female,Degree
22,18,8,6,3,4,Male,High school
22,7,8,7,5,7,Male,High school
21,43,12,6,1,5,Female,High school
29,41,14,8,9,10,Female,High school
22,26,11,8,8,9,Male,Degree
20,17,12,5,7,8,Female,Degree
19,40,6,6,9,10,Male,High school
17,47,12,7,4,8,Female,Degree
23,33,9,5,4,3,Male,Degree
20,42,12,3,5,5,Female,High school
24,38,9,5,6,5,Male,Degree
26,29,7,7,7,8,Female,High school
20,23,9,5,6,5,Male,High school
23,28,9,6,5,7,Female,Degree
20,32,7,6,8,5,Male,Degree
24,37,12,5,5,4,Male,Degree
20,37,3,6,10,7,Male,Degree
26,28,6,7,7,7,Male,High school
23,10,5,4,7,3,Male,Pre-U
29,21,12,5,10,8,Female,Degree
26,26,10,5,5,6,Female,Degree
25,19,14,7,10,8,Male,Degree
17,30,13,3,10,6,Female,High school
20,35,12,5,4,6,Female,High school
23,45,12,5,4,5,Male,Pre-U
19,11,9,6,5,5,Female,Degree
21,37,9,7,10,8,Male,Pre-U
20,39,11,4,4,8,Female,Degree
34,26,11,4,10,7,Female,Degree
25,37,15,5,8,6,Male,Degree
27,28,13,7,7,10,Female,Degree
22,44,10,5,7,8,Female,Degree
17,31,7,6,8,9,Male,High school
23,19,10,5,7,10,Female,Degree
24,25,12,6,7,5,Male,High school
29,27,13,5,6,6,Female,Pre-U
21,33,7,6,5,8,Male,High school
29,22,10,6,7,6,Female,Degree
33,28,6,5,7,5,Male,Degree
24,37,6,5,4,7,Male,Degree
37,34,9,6,4,5,Male,Degree
26,38,12,4,8,9,Male,Degree
25,23,13,7,4,7,Female,Degree
21,34,6,5,4,7,Female,High school
19,35,13,6,8,6,Female,Degree
27,34,11,5,8,5,Male,Degree
24,33,12,4,5,5,Male,Degree
31,39,8,5,6,6,Male,High school
26,41,13,6,6,7,Male,High school
27,32,7,5,3,9,Female,Degree
28,40,13,4,8,9,Male,Degree
21,20,3,7,4,5,Female,Pre-U
18,36,8,5,4,6,Male,Degree
30,36,11,5,3,5,Male,Degree
30,42,11,4,7,9,Female,Degree
23,26,13,7,7,10,Male,Degree
28,37,14,6,8,7,Male,Degree
22,16,10,4,9,3,Female,Postgraduates
27,23,7,6,7,7,Female,Degree
27,31,6,4,8,6,Female,Degree
29,41,6,5,6,7,Female,Degree
20,34,7,5,3,6,Male,Degree
27,37,6,5,4,3,Female,High school
27,31,10,5,3,6,Male,Degree
24,33,4,5,2,6,Female,Degree
19,21,10,5,6,5,Female,Pre-U
32,21,13,5,6,4,Male,Degree
24,29,4,4,4,6,Female,High school
30,14,8,6,4,3,Female,Degree
29,33,9,7,7,3,Male,Degree
17,29,8,6,5,6,Female,Degree
27,50,10,5,9,4,Male,Degree
23,31,5,7,6,10,Female,Postgraduates
17,33,13,8,7,10,Female,Degree
23,11,10,4,8,8,Male,Pre-U
29,18,11,6,5,5,Male,High school
17,21,6,7,2,7,Male,Degree
21,30,12,6,6,4,Female,Degree
20,24,14,5,8,9,Female,Degree
21,27,8,5,7,9,Female,Degree
24,35,14,5,7,8,Female,Degree
20,26,11,6,5,4,Female,Degree
25,40,8,8,6,5,Female,Degree
30,32,6,4,8,8,Female,Pre-U
21,29,6,8,7,6,Female,Degree
33,50,8,5,8,7,Male,Degree
25,26,8,6,8,4,Female,Degree
28,24,15,6,7,6,Female,Degree
21,23,16,5,10,5,Male,Degree
28,22,7,5,6,6,Male,Degree
17,3,12,6,4,10,Female,Degree
25,46,12,5,7,6,Female,Degree
19,11,5,5,7,8,Male,Degree
17,28,10,4,5,7,Female,Postgraduates
25,25,12,4,3,5,Female,Pre-U
28,18,11,5,6,8,Female,Degree
23,27,8,6,8,3,Female,Degree
30,32,12,8,9,7,Male,High school
32,12,15,5,6,6,Female,Pre-U
20,16,11,4,5,8,Male,Degree
24,36,12,3,2,3,Female,Degree
25,20,10,7,2,4,Female,High school
34,30,8,4,9,5,Female,High school
23,44,9,7,4,7,Female,Degree
30,18,9,4,7,5,Female,Pre-U
27,19,9,7,8,5,Male,Degree
26,43,11,3,9,8,Male,Degree
20,45,7,6,4,5,Female,Pre-U
21,29,8,4,9,7,Male,High school
17,29,6,6,8,4,Male,Degree
26,33,12,4,2,6,Male,Pre-U
26,26,11,7,8,7,Female,Degree
21,23,11,6,2,6,Female,Degree
17,41,16,6,9,5,Female,Degree
32,41,11,5,10,6,Male,Postgraduates
23,33,9,6,7,6,Female,High school
19,38,5,4,3,9,Female,Degree
26,19,7,6,10,5,Male,Degree
19,22,11,6,7,8,Male,Degree
32,26,12,4,6,5,Female,High school
17,14,8,3,9,7,Male,Degree
17,50,10,7,6,4,Female,Degree
17,26,7,6,6,6,Male,Degree
17,37,12,4,6,9,Male,Degree
33,29,12,6,7,6,Female,Degree
22,34,11,5,5,3,Female,Pre-U
19,25,7,6,8,7,Female,Degree
26,33,2,6,8,6,Female,High school
32,24,9,5,10,4,Female,High school
31,47,9,6,9,4,Male,High school
21,19,6,6,7,10,Female,Pre-U
17,43,8,4,8,9,Male,Degree
32,25,7,6,10,5,Female,Pre-U
28,23,13,6,5,4,Male,Pre-U
30,41,14,6,6,9,Female,Pre-U
20,32,11,5,9,5,Female,Degree
33,22,8,5,9,8,Male,Pre-U
17,35,11,6,8,3,Male,High school
33,20,15,7,9,7,Female,Degree
18,41,10,5,10,10,Male,Degree
21,9,12,5,8,5,Female,High school
24,32,8,4,5,6,Female,Degree
24,7,12,6,5,4,Female,High school
21,46,10,5,5,8,Male,Pre-U
21,32,12,5,7,9,Female,Degree
17,14,3,6,4,3,Male,Pre-U
30,37,16,8,10,7,Female,High school
21,23,7,5,6,4,Female,Degree
29,14,12,6,6,10,Female,Degree
30,23,10,7,4,3,Female,Degree
21,22,5,5,5,7,Male,Degree
31,32,9,5,9,3,Male,Degree
33,36,8,4,4,7,Female,Degree
17,33,8,4,6,5,Female,Degree
21,38,11,7,4,8,Male,Pre-U
24,35,7,5,6,8,Male,Degree
33,24,7,5,8,7,Male,Degree
26,25,10,3,5,6,Male,High school
25,39,14,7,6,10,Female,Degree
25,45,5,5,5,8,Female,Degree
23,22,8,5,7,5,Female,Degree
29,47,10,6,7,6,Female,Degree
32,35,10,7,5,7,Female,Degree
29,28,10,7,7,6,Male,Degree
20,18,14,7,6,3,Male,Degree
25,39,9,5,7,6,Female,Postgraduates
21,25,14,7,4,5,Male,Degree
21,16,5,5,8,6,Male,Pre-U
21,35,8,5,8,8,Male,Degree
24,38,10,5,5,4,Female,Degree
21,37,13,6,4,8,Female,High school
22,32,5,5,4,9,Female,Degree
29,17,4,6,10,6,Male,Pre-U
22,38,15,6,5,5,Male,Degree
26,37,8,5,6,8,Female,Degree
24,26,8,5,4,5,Female,Pre-U
25,30,11,5,5,5,Female,Degree
27,45,7,6,8,3,Male,Degree
17,40,9,6,5,8,Male,Degree
18,26,12,6,7,7,Female,Degree
24,34,9,6,6,5,Male,Degree
17,35,9,7,7,6,Male,Degree
25,9,6,6,7,3,Male,Degree
19,21,14,4,6,6,Male,High school
18,24,8,6,7,6,Female,Degree
28,30,3,5,6,5,Female,Degree
21,35,8,6,5,8,Female,Degree
22,44,13,5,7,4,Female,Degree
27,37,9,6,4,5,Male,Degree
21,24,12,5,10,7,Female,Degree
22,25,11,5,8,8,Female,Degree
30,33,9,6,6,7,Female,Degree
27,19,9,6,8,9,Female,Degree
24,47,5,5,6,10,Female,Pre-U
18,32,9,5,7,5,Female,Pre-U
23,38,5,8,10,6,Female,Pre-U
22,23,3,5,9,7,Female,High school
38,22,4,5,9,8,Female,Degree
27,33,11,5,6,4,Male,Degree
21,30,14,6,8,3,Male,Degree
27,23,12,6,8,6,Female,Degree
29,13,10,7,6,6,Female,Degree
26,27,6,5,7,4,Female,Degree
22,50,7,4,6,8,Female,Degree
24,34,9,5,10,6,Male,Degree
17,33,12,4,5,7,Female,Degree
23,24,10,6,7,6,Male,High school
28,33,16,5,4,6,Male,Degree
23,28,9,7,7,4,Male,High school
29,38,9,5,8,9,Female,High school
25,16,11,6,7,5,Male,Pre-U
32,14,9,4,10,6,Male,Degree
25,21,10,5,3,9,Male,Pre-U
20,27,11,5,7,7,Male,Degree
18,28,8,5,9,9,Female,Degree
31,34,7,6,9,4,Female,Pre-U
30,17,8,6,5,9,Male,Degree
20,19,6,6,5,5,Male,High school
30,37,11,6,10,8,Male,Degree
25,42,11,6,7,7,Female,High school
24,36,5,5,7,8,Female,Degree
23,37,10,4,8,6,Female,Degree
26,41,11,5,7,9,Female,Pre-U
24,38,6,5,10,8,Female,High school
17,9,7,6,8,6,Male,Postgraduates
21,34,12,6,7,4,Female,Degree
21,28,12,5,5,5,Female,Degree
17,47,10,6,6,10,Female,Degree
29,20,5,7,6,7,Male,Degree
18,15,12,7,8,7,Male,High school
19,29,15,6,7,8,Female,Degree
30,28,14,6,7,10,Female,Degree
18,39,9,5,8,10,Male,High school
28,22,14,4,4,8,Female,High school
28,28,10,6,6,9,Male,Degree
18,40,11,5,10,6,Female,Degree
29,17,10,6,7,10,Male,Degree
18,39,15,3,5,6,Female,High school
33,45,8,5,8,10,Female,Degree
25,13,5,7,10,6,Male,Pre-U
24,39,6,5,4,4,Male,Pre-U
24,14,7,6,10,10,Female,Degree
23,34,7,5,8,7,Male,Degree
28,16,9,5,8,5,Male,Degree
26,37,5,6,5,9,Male,High school
29,9,9,4,3,8,Male,Degree
26,19,9,5,4,10,Male,Pre-U
26,21,10,6,8,3,Female,Degree
30,46,8,5,7,6,Female,Degree
23,37,10,4,6,6,Male,Degree
31,49,11,5,5,5,Female,Pre-U
21,18,13,6,7,6,Male,Postgraduates
23,24,15,6,9,8,Male,Degree
17,27,4,5,6,5,Female,Degree
28,46,11,5,4,7,Male,Postgraduates
23,28,16,7,5,7,Male,High school
25,36,15,5,6,7,Female,Degree
24,25,8,7,4,4,Male,Pre-U
24,29,11,6,8,7,Female,Degree
29,10,9,6,6,8,Female,Postgraduates
28,19,6,7,7,9,Female,Pre-U
20,20,9,4,9,6,Male,Degree
24,37,5,4,8,9,Female,Degree
27,21,10,5,9,6,Male,Degree
21,13,11,4,7,9,Female,Degree
21,31,11,5,7,9,Male,Degree
